식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품명,식품중분류명,식품소분류명,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처명,식품중량
잡곡밥_보리_흑미,음식,4,외식(재료량 기반 산출함량),01,밥류,잡곡밥,보리,흑미,해당없음,100ml,135,4.8,3,0.62,,28.32,0.27,1.3,6,0.25,54,64,1,0,0,1,0.056,0.019,0.453,0.08,0,0,0.14,,식품의약품안전처,300ml
잡곡밥_서리태,음식,4,외식(재료량 기반 산출함량),01,밥류,잡곡밥,서리태,해당없음,해당없음,100ml,134,4.7,3.4,0.81,,27.35,0.35,1.5,8,0.33,59,87,1,0,0,2,0.052,0.028,0.441,0.17,0,0,0.17,,식품의약품안전처,300ml
김밥_참치,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,참치,해당없음,해당없음,100ml,128,47.7,5.3,3.93,,17.49,0.57,1.1,18,0.4,62,96,175,35,7,334,0.043,0.068,1.407,3.4,0.63,22.86,0.64,,식품의약품안전처,400ml
김밥_참치_고추,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,참치,고추,해당없음,100ml,119,49.9,4.4,3.76,,16.42,0.5,1.3,16,0.38,57,93,136,34,7,321,0.051,0.063,1.122,4.84,0.5,20.31,0.68,,식품의약품안전처,400ml
김밥_참치_김치,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,참치,김치,해당없음,100ml,125,56.4,5.4,4.45,,15.45,0.77,1.2,38,0.42,83,108,188,40,9,378,0.047,0.074,1.067,4.21,0.45,23.62,1.32,,식품의약품안전처,400ml
김밥_채소,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,채소,해당없음,해당없음,100ml,102,46.1,3.5,1.58,,18.05,0.59,1.1,16,0.32,46,78,153,35,7,337,0.044,0.061,0.4,3.87,0.06,19.56,0.38,,식품의약품안전처,400ml
김밥_치즈,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,치즈,해당없음,해당없음,100ml,122,48.7,4.6,2.96,,18.66,0.6,1.2,55,0.34,99,82,221,41,12,354,0.048,0.076,0.396,3.72,0.07,25.65,1.27,,식품의약품안전처,400ml
김밥_고추,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,고추,해당없음,해당없음,100ml,94,48.5,3.2,1.63,,16.5,0.65,1.3,17,0.33,44,84,152,38,7,371,0.047,0.062,0.392,5.09,0.06,18.31,0.37,,식품의약품안전처,400ml
김밥_샐러리,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,샐러리,해당없음,해당없음,100ml,130,26.4,2.8,4.2,,19.75,0.88,1.1,22,0.27,44,93,255,28,5,270,0.031,0.043,0.41,2.55,0.04,12.33,0.7,,식품의약품안전처,392ml
넙치(광어)회덮밥_양념장,음식,4,외식(재료량 기반 산출함량),01,밥류,넙치(광어)회덮밥,양념장,해당없음,해당없음,100ml,77,39.1,4.27,1.06,,12.64,1.92,0.8,18,0.35,53,119,85,24,0,292,0.036,0.046,0.199,1.4,0.61,7.03,0.16,,식품의약품안전처,510ml
누룽지,음식,4,외식(재료량 기반 산출함량),01,밥류,누룽지,해당없음,해당없음,해당없음,100ml,87,1.4,1.5,0.06,,19.17,0.24,1,4,0.13,17,19,1,0,0,0,0.016,0.007,0.327,0,0,0,0.02,,식품의약품안전처,600ml
돌솥 비빔밥,음식,4,외식(재료량 기반 산출함량),01,밥류,돌솥 비빔밥,해당없음,해당없음,해당없음,100ml,101,30.7,3.4,1.78,,17.46,1.05,1.2,29,0.53,54,116,93,30,11,235,0.053,0.064,0.451,1.35,0.09,26.99,0.42,,식품의약품안전처,575ml
돌솥 비빔밥_양념장,음식,4,외식(재료량 기반 산출함량),01,밥류,돌솥 비빔밥,양념장,해당없음,해당없음,100ml,86,44.2,2.81,2.07,,13.99,1.23,1,17,0.57,45,91,116,41,15,315,0.04,0.072,0.313,2.02,0.21,29.06,0.49,,식품의약품안전처,550ml
묵밥,음식,4,외식(재료량 기반 산출함량),01,밥류,묵밥,해당없음,해당없음,해당없음,100ml,70,97.4,2.6,0.74,,12.99,0.43,1.1,12,0.69,18,62,93,7,0,84,0.034,0.02,0.344,1.02,0,0,0.2,,식품의약품안전처,600ml
보리밥,음식,4,외식(재료량 기반 산출함량),01,밥류,보리밥,해당없음,해당없음,해당없음,100ml,117,4.3,2.6,0.44,,25.22,0.16,1.9,6,0.38,46,52,1,0,0,0,0.037,0.019,0.35,0.03,0,0,0.12,,식품의약품안전처,300ml
볶음밥_계란,음식,4,외식(재료량 기반 산출함량),01,밥류,볶음밥,계란,해당없음,해당없음,100ml,164,24.2,5.8,3.48,,26.2,0.22,1.6,18,0.78,91,87,111,31,31,1,0.061,0.101,0.402,0.02,0.26,77.03,0.91,,식품의약품안전처,300ml
볶음밥_김치_돼지고기,음식,4,외식(재료량 기반 산출함량),01,밥류,볶음밥,김치,돼지고기,해당없음,100ml,110,20.7,3.4,2.05,,18.62,0.53,1,9,0.17,45,96,85,4,0,51,0.071,0.032,0.525,0.6,0.02,3.57,0.4,,식품의약품안전처,438ml
볶음밥_돼지고기,음식,4,외식(재료량 기반 산출함량),01,밥류,볶음밥,돼지고기,해당없음,해당없음,100ml,113,21.9,3.8,2.44,,17.88,0.75,0.7,7,0.22,50,76,140,32,7,302,0.07,0.038,0.492,0.53,0.07,19.99,0.53,,식품의약품안전처,461ml
볶음밥_배추김치_참치,음식,4,외식(재료량 기반 산출함량),01,밥류,볶음밥,배추김치,참치,해당없음,100ml,105,49.2,5.11,2.58,,14.6,1.13,1,16,1.1,49,91,192,21,11,126,0.028,0.069,1.145,1.1,0.73,30.35,0.53,,식품의약품안전처,510ml
볶음밥_새우,음식,4,외식(재료량 기반 산출함량),01,밥류,볶음밥,새우,해당없음,해당없음,100ml,105,43.5,4.86,2.25,,15.44,0.95,0.7,13,0.75,61,54,143,25,11,163,0.037,0.044,0.68,1.28,0.12,36.99,0.57,,식품의약품안전처,480ml
볶음밥_소고기,음식,4,외식(재료량 기반 산출함량),01,밥류,볶음밥,소고기,해당없음,해당없음,100ml,114,19.7,2.5,2.97,,18.38,0.62,0.9,5,0.27,36,79,102,18,1,197,0.037,0.03,0.433,1.53,0,3.93,0.82,,식품의약품안전처,442ml
커피_카페모카,음식,3,외식(분석함량),20,음료 및 차류,커피,카페모카,해당없음,해당없음,100g,72,83.4,2.76,2.08,1.34,10.46,9.72,0.6,91,0.07,67,121,29,,27,0,0.173,0.084,0.544,0.23,0,8.31,1.2,0.08,식품의약품안전처,100g
커피_카푸치노,음식,3,외식(분석함량),20,음료 및 차류,커피,카푸치노,해당없음,해당없음,100g,54,89.7,2.67,3.38,1.04,3.23,3.13,0.3,78,0.01,58,143,33,,32,0,0.312,0.116,0.609,0.18,0,9.1,1.87,0.16,식품의약품안전처,100g
고구마_밤고구마_삶은것,음식,3,외식(분석함량),24,"곡류, 서류 제품",고구마,밤고구마,삶은것,해당없음,100g,132,65.6,2.45,0.12,1.63,30.17,18.43,3.7,58,0.7,65,296,79,,0,40,0.052,0.065,0.206,5.16,0,0,0.02,0,식품의약품안전처,100g
팝콘,음식,3,외식(분석함량),24,"곡류, 서류 제품",팝콘,해당없음,해당없음,해당없음,100g,511,4.2,8.3,27.34,2.14,58.06,0.38,10.4,5,2.26,232,196,500,,0,3402,0.37,1.214,1.096,0.65,0,0.49,11.05,0.06,식품의약품안전처,100g
팝콘_카라멜,음식,3,외식(분석함량),24,"곡류, 서류 제품",팝콘,카라멜,해당없음,해당없음,100g,479,3.8,5.92,19.56,0.93,69.79,27.42,6.8,48,1.07,52,161,105,,0,1340,0.249,0.061,0.143,0.36,0,0.76,10.64,0.02,식품의약품안전처,100g
달걀_삶은것,음식,3,외식(분석함량),27,수·조·어·육류,달걀,삶은것,해당없음,해당없음,100g,150,75,12.8,10.65,0.95,0.63,0.62,0,58,2,211,125,127,,71,2,0.103,0.266,0.191,0.21,1.08,380.51,3.02,0.03,식품의약품안전처,100g
달걀_삶은것_노른자,음식,3,외식(분석함량),27,수·조·어·육류,달걀,삶은것,노른자,해당없음,100g,358,49.1,15.66,32.31,1.78,1.17,0.23,0,129,6.72,647,90,46,,116,11,0.079,0.281,0.189,0.16,0.59,686.62,8.66,0.1,식품의약품안전처,100g
달걀_삶은것_흰자,음식,3,외식(분석함량),27,수·조·어·육류,달걀,삶은것,흰자,해당없음,100g,48,87.5,11.42,0.29,0.78,0.01,0.32,0,10,0.37,12,145,186,,0,0,0.047,0.223,0.095,0.2,0,2.02,0.01,0,식품의약품안전처,100g
대구포,음식,3,외식(분석함량),27,수·조·어·육류,대구포,해당없음,해당없음,해당없음,100g,141,56.4,31.97,0.4,8.92,2.33,0,1.2,155,0,289,387,3876,0,0,0,0.065,0.068,0.963,0,,107.15,0.17,0,식품의약품안전처,100g
계란 덮밥,음식,4,외식(재료량 기반 산출함량),01,밥류,계란 덮밥,해당없음,해당없음,해당없음,100ml,169,22.5,5,3.69,,27.22,0.81,0.8,13,0.49,71,74,105,26,25,14,0.048,0.094,0.379,0.27,0.21,62.09,0.87,,식품의약품안전처,300ml
곤드레밥,음식,4,외식(재료량 기반 산출함량),01,밥류,곤드레밥,해당없음,해당없음,해당없음,100ml,124,13,2.2,0.94,,26.8,0.15,4.4,7,0.26,37,23,9,2,0,23,0.029,0.014,0.319,0.19,0,0,0.18,,식품의약품안전처,500ml
기장밥,음식,4,외식(재료량 기반 산출함량),01,밥류,기장밥,해당없음,해당없음,해당없음,100ml,129,4.5,2.5,0.39,,27.57,0.17,0.8,3,0.16,39,35,1,0,0,0,0.044,0.012,0.428,0,0,0,0.1,,식품의약품안전처,254.9
김밥_계란,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,계란,해당없음,해당없음,100ml,97,50.2,4.3,2.34,,14.22,0.51,1,17,0.48,56,76,149,44,20,287,0.044,0.09,0.335,3.28,0.17,52.37,0.62,,식품의약품안전처,400ml
김밥_김치,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,김치,해당없음,해당없음,100ml,109,53.3,3.6,1.69,,19.29,0.91,1.7,22,0.38,54,115,234,37,8,352,0.053,0.075,0.47,3.84,0.07,20.43,0.39,,식품의약품안전처,400ml
김밥_날치알,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,날치알,해당없음,해당없음,100ml,104,56.9,4.2,1.9,,17.28,0.51,1.2,16,0.39,50,77,253,38,7,369,0.043,0.054,0.471,3.91,0.89,47.25,0.4,,식품의약품안전처,400ml
김밥_돈가스,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,돈가스,해당없음,해당없음,100ml,148,56.6,4.4,5.63,,19.4,1.03,1.4,17,0.44,60,96,225,30,6,289,0.052,0.058,0.595,3.37,0.08,25.74,1.3,,식품의약품안전처,400ml
김밥_멸치_고추,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,멸치,고추,해당없음,100ml,122,63.6,5.6,1.79,,20.5,0.93,1.7,48,0.4,85,125,280,49,7,502,0.052,0.073,0.581,6.7,0.77,37.74,0.44,,식품의약품안전처,400ml
김밥_샐러드,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,샐러드,해당없음,해당없음,100ml,117,55,3.4,3.3,,18.14,1.07,1.5,20,0.35,49,95,158,38,8,368,0.048,0.065,0.43,4.99,0.06,20.44,0.62,,식품의약품안전처,400ml
김밥_소고기,음식,4,외식(재료량 기반 산출함량),01,밥류,김밥,소고기,해당없음,해당없음,100ml,108,46.1,4,2.47,,16.88,0.73,1.1,14,0.42,49,84,167,30,7,276,0.041,0.069,0.477,2.93,0.06,21.93,0.75,,식품의약품안전처,400ml
과ㆍ채주스_딸기_바나나,음식,3,외식(분석함량),20,음료 및 차류,과ㆍ채주스,딸기,바나나,해당없음,100g,54,86.5,1.37,0.52,0.53,11.06,10.93,0.2,40,0.17,37,149,14,,6,8,0.081,0.045,0.189,0.3,0,2.88,0.33,0.02,식품의약품안전처,100g
과ㆍ채주스_사과_당근,음식,3,외식(분석함량),20,음료 및 차류,과ㆍ채주스,사과,당근,해당없음,100g,38,90.3,0.23,0.03,0.32,9.14,9.03,0.8,8,0.08,9,82,15,,0,1313,0.093,0.006,0.038,0.38,0,0,0.01,0,식품의약품안전처,100g
과ㆍ채주스_해독주스_착즙형,음식,3,외식(분석함량),20,음료 및 차류,과ㆍ채주스,해독주스,착즙형,해당없음,100g,44,88.6,0.47,0.04,0.33,10.51,9.1,0.3,12,0.06,14,148,11,,0,251,0.324,0.047,0.042,0.2,0,0,0.01,0,식품의약품안전처,100g
과ㆍ채주스_혼합과일 주스,음식,3,외식(분석함량),20,음료 및 차류,과ㆍ채주스,혼합과일주스,해당없음,해당없음,100g,59,85.3,0.77,0.37,0.33,13.19,12.86,0.7,20,0.03,21,122,15,,5,502,0.039,0.071,0.093,0.52,0,1.46,0.24,0,식품의약품안전처,100g
라떼_그린티,음식,3,외식(분석함량),20,음료 및 차류,라떼,그린티,해당없음,해당없음,100g,76,82.4,2.97,2.56,1.71,10.33,9.41,0.6,79,0.84,65,203,29,,32,106,2.21,0.131,0.197,0.65,0,9.96,1.42,0.09,식품의약품안전처,100g
라떼_바닐라,음식,3,외식(분석함량),20,음료 및 차류,라떼,바닐라,해당없음,해당없음,100g,72,85.2,2.58,3.17,0.69,8.38,7.32,0,90,0.06,71,187,34,,31,0,0.035,0.142,0.518,2.28,0,8.82,1.68,0.03,식품의약품안전처,100g
레몬청차,음식,3,외식(분석함량),20,음료 및 차류,레몬청차,해당없음,해당없음,해당없음,100g,60,83.3,0.13,0.01,1.73,14.8,16.33,0.9,13,0,1,23,3,,0,0,0.144,0.003,0.065,5.17,0,0,0,0,식품의약품안전처,100g
밀크티_블랙,음식,3,외식(분석함량),20,음료 및 차류,밀크티,블랙,해당없음,해당없음,100g,49,90.7,1,2.64,0.38,5.3,4.58,0.4,32,0,36,82,15,,12,0,0.232,0.039,0.11,0.55,0,3.87,1.77,0.05,식품의약품안전처,100g
밀크티_초콜릿,음식,3,외식(분석함량),20,음료 및 차류,밀크티,초콜릿,해당없음,해당없음,100g,76,84.6,1.23,3.68,0.89,9.61,3.65,1.3,11,1.73,69,273,12,,0,2,0.203,0.022,0.033,0.43,0,0,2.82,0,식품의약품안전처,100g
밀크티_타로,음식,3,외식(분석함량),20,음료 및 차류,밀크티,타로,해당없음,해당없음,100g,102,81.3,0.37,5.83,0.52,11.95,7.32,0,30,0,55,99,18,,0,5,0.229,0.003,0.095,0.86,0,0,3.38,0,식품의약품안전처,100g
밀크티_흑당,음식,3,외식(분석함량),20,음료 및 차류,밀크티,흑당,해당없음,해당없음,100g,94,78.9,2.38,2.55,0.77,15.37,12.76,1.4,93,0.19,71,144,55,,30,0,0.302,0.106,0.08,0.55,0,9.86,2.11,0.07,식품의약품안전처,100g
식혜,음식,3,외식(분석함량),20,음료 및 차류,식혜,해당없음,해당없음,해당없음,100g,87,80.4,1.53,1.75,0.09,16.21,11.36,0.3,6,0,15,13,2,0,0,0,0,0,0.121,0.2,,0,0.04,0,식품의약품안전처,150g
액상커피_커피가루_설탕_크림(중량12g),음식,3,외식(분석함량),20,음료 및 차류,액상커피,커피가루,설탕,크림(중량12g),100g,51,88.2,0.43,1.03,0.28,10.06,5.94,0.1,14,0.05,35,117,5,0,0,0,0.01,0.19,0.753,0,0,0,0.96,0,농촌진흥청(국가표준식품성분표),100g
액상커피_커피가루_설탕(중량2.7g),음식,3,외식(분석함량),20,음료 및 차류,액상커피,커피가루,설탕(중량2.7g),해당없음,100g,17,95.8,0.18,0,0.09,3.98,1.68,0,2,0.02,3,34,0,0,0,0,0,0.01,0.253,0,0,0,0,0,농촌진흥청(국가표준식품성분표),100g
액상커피_커피가루(중량1g),음식,3,외식(분석함량),20,음료 및 차류,액상커피,커피가루(중량1g),해당없음,해당없음,100g,4,99,0.2,0.01,0.1,0.7,0,0,2,0.02,3,38,0,0,0,0,0,0.001,0.282,0,0,0,0,0,농촌진흥청(국가표준식품성분표),100g
커피_달고나커피,음식,3,외식(분석함량),20,음료 및 차류,커피,달고나커피,해당없음,해당없음,100g,111,77.8,2.47,4.97,0.67,14.08,11.46,0.1,91,0,70,178,49,,49,0,0.022,0.137,0.734,0.22,0,12.61,3.36,0.06,식품의약품안전처,100g
커피_아메리카노,음식,3,외식(분석함량),20,음료 및 차류,커피,아메리카노,해당없음,해당없음,100g,4,98.9,0.23,0.03,0.15,0.66,0,0,5,0.04,4,61,2,,0,0,0.019,0.012,0.513,0,0,0,0.01,0,식품의약품안전처,100g
커피_카라멜마끼아토,음식,3,외식(분석함량),20,음료 및 차류,커피,카라멜마끼아토,해당없음,해당없음,100g,81,83.3,2.44,3.94,1.29,9.05,8.47,0.1,102,0.02,69,177,29,,29,0,0.128,0.11,0.461,2.69,0,8.9,1.49,0.07,식품의약품안전처,100g
커피_카페라떼,음식,3,외식(분석함량),20,음료 및 차류,커피,카페라떼,해당없음,해당없음,100g,57,89.8,2.72,3.72,0.67,3.11,3.11,0.1,91,0,73,197,30,,33,0,0.043,0.152,0.531,0.29,0,9.21,1.72,0.03,식품의약품안전처,100g
게장_양념,음식,3,외식(분석함량),16,젓갈류,게장,양념,해당없음,해당없음,100g,111,73.5,12.24,3.3,2.85,8.07,4.93,1.8,180,0.87,135,338,607,,0,837,0.383,0.153,6.744,0.85,0,61.44,0.25,0.01,식품의약품안전처,100g
명란젓_양념,음식,3,외식(분석함량),16,젓갈류,명란젓,양념,해당없음,해당없음,100g,147,65.9,17.96,6.54,5.66,3.98,0,1.1,83,0.82,293,199,2044,,31,110,5.222,0.412,45.989,84.51,0,247.92,0.72,0.05,식품의약품안전처,100g
조개젓_양념,음식,3,외식(분석함량),16,젓갈류,조개젓,양념,해당없음,해당없음,100g,103,67.8,8.61,2.05,8.89,12.61,6.46,2.4,145,9.93,117,227,3040,,25,636,0.141,0.227,9.197,8.67,0,35.16,0.38,0.02,식품의약품안전처,100g
고추장아찌,음식,3,외식(분석함량),17,장아찌·절임류,고추장아찌,해당없음,해당없음,해당없음,100g,124,59.7,2.39,0.63,5.79,31.49,11.38,4.8,16,1.1,34,209,2026,24,0,291,0.195,0.024,0.216,11.8,0,0,0.11,0,농촌진흥청(국가표준식품성분표),100g
마늘쫑장아찌,음식,3,외식(분석함량),17,장아찌·절임류,마늘쫑장아찌,해당없음,해당없음,해당없음,100g,118,66.5,1.96,0.14,4.06,27.34,13.02,5.2,21,0.61,19,105,1410,11,0,135,0.026,0.023,0.107,0,0,0,0.04,0,농촌진흥청(국가표준식품성분표),100g
마늘쫑장아찌_간장,음식,3,외식(분석함량),17,장아찌·절임류,마늘쫑장아찌,간장,해당없음,해당없음,100g,60,81.6,2,1,4.6,10.8,7.8,3.2,31,0,35,158,1627,12,0,140,0.14,0.04,0.12,1.5,,0,0,0,식품의약품안전처,50g
마늘쫑장아찌_고추장,음식,3,외식(분석함량),17,장아찌·절임류,마늘쫑장아찌,고추장,해당없음,해당없음,100g,110,70.4,2.6,1.8,4.2,21,11.2,5,40,0,53,235,1415,69,0,833,0.16,0.08,0.14,1.84,,0,0.2,0,식품의약품안전처,50g
매실장아찌,음식,3,외식(분석함량),17,장아찌·절임류,매실장아찌,해당없음,해당없음,해당없음,100g,243,36.5,1.65,0.43,3.35,58.11,38.16,3.9,30,0,35,232,1126,41,0,496,0.079,0.036,2.923,0,,0,0.08,0,식품의약품안전처,30g
무장아찌,음식,3,외식(분석함량),17,장아찌·절임류,무장아찌,해당없음,해당없음,해당없음,100g,80,73.3,1.47,0.76,7.7,16.76,9.62,2.4,28,0.01,24,185,2933,2,0,22,0.122,0.062,2.951,17.85,,0.13,0.04,0,식품의약품안전처,30g
오이지,음식,3,외식(분석함량),17,장아찌·절임류,오이지,해당없음,해당없음,해당없음,100g,29,88.2,0.82,1.79,6.7,2.52,1.87,2.1,60,0.72,42,195,2370,,0,13,0.085,0.023,0.119,0,0,0,0.03,0,식품의약품안전처,100g
소스/드레싱_간편조리세트_오야꼬동 (밥제외),음식,3,외식(분석함량),18,"장류, 양념류",소스/드레싱,해당없음,해당없음,해당없음,100g,116,76.6,8.93,5.54,1.26,7.66,5.93,1,18,0.71,149,181,530,,17,22,0.154,0.126,0.957,0.09,0.12,89.07,1.08,0.02,식품의약품안전처,768g
카레소스_간편조리세트_키마카레&치즈키마카레,음식,3,외식(분석함량),18,"장류, 양념류",카레소스,해당없음,해당없음,해당없음,100g,136,74.7,9.16,8.38,1.72,6.02,2.86,1.1,85,1.11,137,215,264,,33,570,0.231,0.198,0.804,0,0,149.5,1.98,0.07,식품의약품안전처,386g
밀크쉐이크_바닐라,음식,3,외식(분석함량),19,유제품류 및 빙과류,밀크쉐이크,바닐라,해당없음,해당없음,100ml,113,76.1,2.43,3.88,0.59,17.01,16.57,0.3,98,0,76,114,51,,24,1,0.013,0.164,0.088,0.36,0,9.1,1.65,0.02,식품의약품안전처,100g
빙수_인절미_우유얼음,음식,3,외식(분석함량),19,유제품류 및 빙과류,빙수,인절미,우유얼음,해당없음,100g,141,69,5.97,4.35,1.11,19.6,14.98,2,97,0.58,120,268,63,,25,2,0.429,0.143,0.823,1.01,0,8.26,1.37,0.04,식품의약품안전처,100g
빙수_팥_우유얼음,음식,3,외식(분석함량),19,유제품류 및 빙과류,빙수,팥,우유얼음,해당없음,100g,146,63.9,3.24,0.79,0.58,31.49,25.04,1.9,58,0.43,66,124,51,,14,3,0.111,0.074,0.395,0.46,0,4.87,0.44,0.03,식품의약품안전처,100g
아이스크림_썬대,음식,3,외식(분석함량),19,유제품류 및 빙과류,아이스크림,썬대,해당없음,해당없음,100g,196,58.7,3.17,6.86,0.85,30.45,25.42,0.9,110,0.52,111,166,79,,26,1,0.014,0.239,0.083,0.15,0,9.1,3.94,0.03,식품의약품안전처,100g
우유_딸기,음식,3,외식(분석함량),19,유제품류 및 빙과류,우유,딸기,해당없음,해당없음,100ml,73,83.2,2.04,2.31,1.39,11.04,10.24,0.6,71,0.07,51,100,23,,23,3,0.111,0.075,0.234,1.34,0,6.93,1.15,0.08,식품의약품안전처,100g
과ㆍ채주스_당근,음식,3,외식(분석함량),20,음료 및 차류,과ㆍ채주스,당근,해당없음,해당없음,100g,29,92.4,0.36,0.04,0.27,6.88,6.81,1.2,16,0.11,12,94,29,,0,3341,0.013,0.033,0.185,0.47,0,0,0.01,0,식품의약품안전처,100g
동치미,음식,3,외식(분석함량),15,김치류,동치미,해당없음,해당없음,해당없음,100g,11,95.8,0.49,0.07,1.53,2.08,1.19,0.8,76,0.56,9,106,472,,0,19,0.157,0.011,0.375,1.11,0,0,0.01,0,식품의약품안전처,100g
배추김치,음식,3,외식(분석함량),15,김치류,배추김치,해당없음,해당없음,해당없음,100g,38,88.9,1.98,0.43,2.21,6.49,2.4,2.5,43,0.43,49,334,551,35,0,418,0.052,0.06,0.509,3.59,0,0,0.07,0,농촌진흥청(국가표준식품성분표),100g
배추김치_가을재배,음식,3,외식(분석함량),15,김치류,배추김치,가을재배,해당없음,해당없음,100g,37,89.3,1.85,0.54,2.21,6.1,3.05,4.6,50,0.51,50,313,548,15,0,181,0.08,0.071,0.707,3.15,0,0,0.09,0,농촌진흥청(국가표준식품성분표),100g
배추김치_봄재배,음식,3,외식(분석함량),15,김치류,배추김치,봄재배,해당없음,해당없음,100g,39,88.4,2.22,0.67,2.76,5.95,2.38,3.6,53,0.56,56,430,626,48,0,577,0.032,0.167,0.675,4.04,0,0,0.11,0,농촌진흥청(국가표준식품성분표),100g
